,title,url
184,DOKEV n'est plus un MMO ! LOST ARK en 2022 - SWORDS OF LEGENDS ONLINE & plus encore ! Actu MMO #112,https://www.youtube.com/watch?v=lbVe1uQMElI
185,DokeV - Official Extended Gameplay Trailer | gamescom 2021,https://www.youtube.com/watch?v=Ifjrgq3_tWg
186,                     DokeV              iOS /                        ,https://www.youtube.com/watch?v=Pmm79IOIfLI
187,DokeV - pokemony od tw rc w Black Desert?  ,https://www.youtube.com/watch?v=xLWsEAZlkB4
188,Telefonlar  Yakacak Yeni Online A  k D nya Mobil Oyun DokeV!  oklu Platform,https://www.youtube.com/watch?v=p3D5sXgJOHY
189,DokeV - Official G-Star 2019 trailer,https://www.youtube.com/watch?v=BTvrL_fr6ec
190,도깨비(DokeV) 펄어비스 스파이더맨 노 웨이 홈 투표중,https://www.youtube.com/watch?v=KCq-lESTq60
191,도깨비 OST - 락스타 ( 가사 ) DokeV OST - ROCKSTAR ( Lyrics )   공식 발표 트레일러  ,https://www.youtube.com/watch?v=T4m11pne5vA
192,도깨비(DoKev) 8월31일 새로운소식 펄어비스 '개발 뒷이야기',https://www.youtube.com/watch?v=sFZSXxV84_0
193,     DokeV            G-Star 2019 ,https://www.youtube.com/watch?v=mN-4Ak36oMo
194,"기대되는 신작 트레일러 같이 보기! | 국산겜 도깨비 DokeV, 파크 비욘드 Park BEYOND",https://www.youtube.com/watch?v=yiZnu8_8uZc
195,DokeV - 공식개발진 해설 | DokeV - Official Developer Walkthrough | Gamescom 2021 | REACTION!,https://www.youtube.com/watch?v=1rRGXgIxMFw
196,YOUTUBERS REAGINDO AO TRAILER DE GAMEPLAY DO DOKEV,https://www.youtube.com/watch?v=JPgYwLqEgw0
197,What Makes DOKEV Different or Better than Pokemon - Battles Info,https://www.youtube.com/watch?v=G-solc3_E38
198,"Pearl Abyss TRAILERS NEW GAMES | Crimson Desert, Shadow Arena, DokeV, Plan 8",https://www.youtube.com/watch?v=adzmB8C5mRA
199,DokeV :                                   !,https://www.youtube.com/watch?v=PgaFGV4eHo4
200,도깨비 붉은사막 개발사 보고 궁금해서 시작한 검은사막 리뷰(뉴비 편),https://www.youtube.com/watch?v=XDNT7-XW13w
201,MORE Gamers Live Reaction DokeV Gameplay Trailer at Gamescom 2021,https://www.youtube.com/watch?v=mom_2inFygA
202,C'EST QUOI  A ?! C'EST OUF !!   - DOKEV - R ACTION & ANALYSE !,https://www.youtube.com/watch?v=OGq7fuoewuc
203,Pearl Abyss new MMORPG - DokeV (coming soon),https://www.youtube.com/watch?v=8vEqVRyZUwc
204,DokeV는 MMO가 아닙니다!,https://www.youtube.com/watch?v=q0Ru2M4CUWQ&pp=ugMICgJrbxABGAE%3D
